,target,state_var,test_score,train_mean,train_std,cv_mean,cv_std,strategy,dataset
64,input_Tac,state_gs,-0.43155681503673643,-0.4499136374171483,0.004194273049030954,-1.3211044869708821,1.964581280739273,LeaveOneOut,HydroShoot_large
65,input_u,state_gs,-0.6751850969778979,-0.5912954020087926,0.005630096863300004,-0.9812197863464572,1.2573907376631543,LeaveOneOut,HydroShoot_large
66,input_hs,state_gs,-0.6902426667756738,-0.5335128791289134,0.005020376360702925,-2.2959429264208797,3.569100763979499,LeaveOneOut,HydroShoot_large
67,input_Rg,state_gs,-0.37069288008817175,-0.3446794995839197,0.0022261240931904236,-0.5185726954582224,0.38372094193232537,LeaveOneOut,HydroShoot_large
68,output_Rg,state_gs,-0.42788230086301604,-0.4065500260304243,0.0021400417168860168,-0.5856473680908043,0.40943206033760526,LeaveOneOut,HydroShoot_large
69,output_An,state_gs,-0.5189833635519544,-0.4940922637386999,0.0018051644897326379,-0.5565024299080089,0.10455619007617047,LeaveOneOut,HydroShoot_large
70,output_E,state_gs,-0.38765121639478434,-0.3728145139222491,0.0020936838703507024,-0.5584189366096525,0.30874892469484777,LeaveOneOut,HydroShoot_large
71,output_Tleaf,state_gs,-0.40253916506533405,-0.4202706826265716,0.0036714320293200586,-0.9276430302216258,1.0245756459075228,LeaveOneOut,HydroShoot_large
72,input_Tac,state_psi_head,-0.36526317623782173,-0.37320832640320206,0.003979377524900029,-0.9103580023951079,0.9952539276725587,LeaveOneOut,HydroShoot_large
73,input_u,state_psi_head,-0.6531519502164905,-0.6278340849410322,0.006131998481259447,-0.93370092147162,0.9967118688425053,LeaveOneOut,HydroShoot_large
74,input_hs,state_psi_head,-0.5635859631258563,-0.43346771017962915,0.0031701822919630433,-1.7966532885485171,3.4383178734286712,LeaveOneOut,HydroShoot_large
75,input_Rg,state_psi_head,-0.32291988831442925,-0.28959027824013434,0.0018696510492643645,-0.40565879248470843,0.2401878831466846,LeaveOneOut,HydroShoot_large
76,output_Rg,state_psi_head,-0.37598089891375563,-0.358127796973522,0.001969650275970731,-0.4870969481077069,0.2882967464241162,LeaveOneOut,HydroShoot_large
77,output_An,state_psi_head,-0.5534447846664529,-0.5276156430677005,0.0019262342747983039,-0.594745090189252,0.10251270992312052,LeaveOneOut,HydroShoot_large
