,target_id,reservoir_id,dataset_id,benchmark,exponent,test_score,train_mean,train_std,cv_mean,cv_std
802,output__axes__sum_respi_shoot,state__Ag,NEMA_combined,polynomial,2,-0.8851006099058037,-0.7347832459176931,0.02190728416036665,-170.21965192255215,298.4725356738732
803,output__axes__sum_respi_shoot,state__Ag,NEMA_combined,polynomial,3,-0.925248416440973,-0.7735340376840756,0.015007256123289221,-2055.4267681379156,4172.7988665268995
804,output__axes__sum_respi_shoot,state__Ag,NEMA_combined,polynomial,4,-0.9400673335748216,-0.7958328021138233,0.012572745780212084,-43270.78454710239,101863.54272905597
805,output__axes__sum_respi_shoot,state__Ag,NEMA_combined,polynomial,5,-0.9488177256950101,-0.8163002523965099,0.010632987523269195,-1679050.1422998186,4904293.443636747
806,output__axes__sum_respi_shoot,state__Ag,NEMA_combined,polynomial,6,-0.9560214426805369,-0.8346743348215148,0.009254635992225148,-88795378.85359704,296706500.91720587
807,output__axes__sum_respi_shoot,state__Ag,NEMA_combined,polynomial,7,-0.9628076408493372,-0.8508957223310872,0.008318192212003844,-876285873.1355709,1885853304.2997
808,output__axes__sum_respi_shoot,state__Ag,NEMA_combined,polynomial,8,-0.9692508215227612,-0.8652359254070519,0.0077423665048053664,-5093856551.2823925,11705544178.068575
809,output__axes__sum_respi_shoot,state__Ag,NEMA_combined,polynomial,9,-0.975195719029378,-0.878041157739475,0.00750203911103103,-10954800691.563257,22198359285.30223
810,output__axes__sum_respi_shoot,state__Tr,NEMA_combined,polynomial,1,-0.8277856849785202,-0.6363104257728815,0.023820737353334225,-22.13401675843059,32.85572940292589
811,output__axes__sum_respi_shoot,state__Tr,NEMA_combined,polynomial,2,-0.9724857841160736,-0.6632202132631719,0.029053109855064853,-150.0198582842723,315.8216695996936
812,output__axes__sum_respi_shoot,state__Tr,NEMA_combined,polynomial,3,-1.0512106417381046,-0.6763721193628097,0.031094169402042127,-2136.191977270125,5788.368524217096
813,output__axes__sum_respi_shoot,state__Tr,NEMA_combined,polynomial,4,-1.0743345472713302,-0.6776450510711898,0.032297653180893816,-59200.61781033521,186343.90022303385
814,output__axes__sum_respi_shoot,state__Tr,NEMA_combined,polynomial,5,-1.0654616519725773,-0.6770692552274578,0.03335041012590902,-2639764.310572928,8914606.892143529
815,output__axes__sum_respi_shoot,state__Tr,NEMA_combined,polynomial,6,-1.0421232823273945,-0.6759379149230772,0.03478885668255591,-133553954.2843343,458514463.48254925
816,output__axes__sum_respi_shoot,state__Tr,NEMA_combined,polynomial,7,-1.0402687217468114,-0.6934323530023951,0.031493973236795376,-1078108246.5742488,2639221718.926977
817,output__axes__sum_respi_shoot,state__Tr,NEMA_combined,polynomial,8,-1.0463250826100385,-0.7209842867099221,0.026231037989716124,-2886087006.102364,4361614384.810198
818,output__axes__sum_respi_shoot,state__Tr,NEMA_combined,polynomial,9,-1.0386411749691675,-0.7350678623752007,0.024206120318204818,-4789866069.544214,6820337002.412228
819,output__axes__sum_respi_shoot,state__sucrose,NEMA_combined,polynomial,1,-0.6568192537909388,-0.5979601669644597,0.03414463569497478,-25.811367754914823,48.019521253225065
820,output__axes__sum_respi_shoot,state__sucrose,NEMA_combined,polynomial,2,-0.7692962560445529,-0.6912670214863458,0.04727985684616101,-246.82599967063857,469.46953775771476
821,output__axes__sum_respi_shoot,state__sucrose,NEMA_combined,polynomial,3,-0.8595137724127538,-0.7681331484534539,0.055097118447771286,-4718.804343962196,10065.935008924183
822,output__axes__sum_respi_shoot,state__sucrose,NEMA_combined,polynomial,4,-0.917860500583344,-0.822018148928685,0.05483294930110773,-145880.76550456538,366588.79057906417
823,output__axes__sum_respi_shoot,state__sucrose,NEMA_combined,polynomial,5,-0.9566011347533822,-0.8591632346281998,0.04970363715036435,-5906512.626104291,16318147.531539474
824,output__axes__sum_respi_shoot,state__sucrose,NEMA_combined,polynomial,6,-0.9733733437888759,-0.874528710191367,0.047054407249754966,-260455936.83275318,777101667.1101754
825,output__axes__sum_respi_shoot,state__sucrose,NEMA_combined,polynomial,7,-0.9810804356831511,-0.8830480769188686,0.04482502243749288,-2343697761.4619336,5133902569.999585
826,output__axes__sum_respi_shoot,state__sucrose,NEMA_combined,polynomial,8,-0.9837284058920502,-0.8867445463753846,0.04344607948701396,-8198979297.559401,14638268606.89352
827,output__axes__sum_respi_shoot,state__sucrose,NEMA_combined,polynomial,9,-0.9875626777884026,-0.8931889312572695,0.041348756776870776,-14130456437.889795,25074418235.25665
828,output__axes__sum_respi_shoot,state__Rd,NEMA_combined,polynomial,1,-0.5253166974375123,-0.5726649874970218,0.026857975286008147,-10.928265774129306,9.656752947991382
829,output__axes__sum_respi_shoot,state__Rd,NEMA_combined,polynomial,2,-0.6636032826256922,-0.7179321768166449,0.030374272084620943,-76.71840386785888,91.73659659292042
830,output__axes__sum_respi_shoot,state__Rd,NEMA_combined,polynomial,3,-0.7475823977085632,-0.7950063563619529,0.027262984002052734,-1110.0530074157646,1532.5563147379125
831,output__axes__sum_respi_shoot,state__Rd,NEMA_combined,polynomial,4,-0.8089798660477132,-0.8445548573354726,0.03290305854200309,-25621.132965172164,48024.36254590285
