,target_id,reservoir_id,dataset_id,benchmark,lookahead,test_score,train_mean,train_std,cv_mean,cv_std
96,input_humidity,state__Transpiration,NEMA_combined,near_future_pred,5,-0.9027197109773918,-0.8958881516826063,0.008629031780406292,-1.3708396128563196,0.799550044872474
97,input_humidity,state__Transpiration,NEMA_combined,near_future_pred,6,-0.9695916719032159,-0.9542576244136669,0.007499500657464427,-1.4089462465245899,0.7863389487980628
98,input_humidity,state__S_Sucrose,NEMA_combined,near_future_pred,0,-0.7214531256004241,-0.5899110711943705,0.010225929965047155,-2.086287772913161,3.706081098130583
99,input_humidity,state__S_Sucrose,NEMA_combined,near_future_pred,1,-0.6976284793475377,-0.5474755833329481,0.008973475849913249,-1.6207109636243715,2.1682258331428406
100,input_humidity,state__S_Sucrose,NEMA_combined,near_future_pred,2,-0.7424771065859294,-0.5809780866214992,0.014457472268990867,-1.4460754212626576,1.897706391547758
101,input_humidity,state__S_Sucrose,NEMA_combined,near_future_pred,3,-0.794799407966117,-0.6695008020604136,0.015408028021054829,-1.405158828882201,1.688963779343655
102,input_humidity,state__S_Sucrose,NEMA_combined,near_future_pred,4,-0.8489949388063579,-0.7565613404685403,0.011616236074840136,-1.2504464113367315,0.9873533866682603
103,input_humidity,state__S_Sucrose,NEMA_combined,near_future_pred,5,-0.8983310310479476,-0.8426997174166336,0.009451920477166292,-1.2731842245850773,0.7741532926344055
104,input_humidity,state__S_Sucrose,NEMA_combined,near_future_pred,6,-0.9462064509507875,-0.9166303670465913,0.0076386923919333355,-1.3344481308556317,0.6855877755224479
105,input_humidity,state__Ts,NEMA_combined,near_future_pred,0,-0.26914416836113464,-0.21266600938636065,0.011081607714784452,-0.6583364466139657,0.6857372791757262
106,input_humidity,state__Ts,NEMA_combined,near_future_pred,1,-0.363279288748065,-0.26821682444355865,0.01294127937103208,-0.8163605270332044,0.9866492003915642
107,input_humidity,state__Ts,NEMA_combined,near_future_pred,2,-0.5377038151359153,-0.3743929437363981,0.015447669089134333,-1.0216805830782936,1.0333985138808055
108,input_humidity,state__Ts,NEMA_combined,near_future_pred,3,-0.7104634453788493,-0.4857645330787195,0.013885264883543004,-1.3443475641221962,1.4339287527880393
109,input_humidity,state__Ts,NEMA_combined,near_future_pred,4,-1.0230252520087593,-0.6852594103914154,0.013758788175657,-1.2662107624935786,1.037179606980727
110,input_humidity,state__Ts,NEMA_combined,near_future_pred,5,-1.0342715811417766,-0.7303632417876951,0.013579866696077301,-1.2323752412123419,0.9634384409260833
111,input_humidity,state__Ts,NEMA_combined,near_future_pred,6,-1.037400063548127,-0.7834697524671075,0.013562320619155988,-1.2648970114630622,1.0138659151866756
112,input_humidity,state__gs,NEMA_combined,near_future_pred,0,-0.7385843462785919,-0.6653314044643959,0.013208222161429575,-2.5699402468264543,4.3348250002659166
113,input_humidity,state__gs,NEMA_combined,near_future_pred,1,-0.7740425817702962,-0.6848420154930905,0.013585096630058063,-2.1957438264246134,2.9205942226500183
114,input_humidity,state__gs,NEMA_combined,near_future_pred,2,-0.8084918471298151,-0.6917545929999556,0.019337300657619603,-1.9384061655247198,2.557742754893461
115,input_humidity,state__gs,NEMA_combined,near_future_pred,3,-0.8513653000357119,-0.742347920486257,0.023375358785708993,-1.8235830944523073,2.469928477409331
116,input_humidity,state__gs,NEMA_combined,near_future_pred,4,-0.9082065282307523,-0.8053079735323369,0.0239269993527802,-1.5377656318101098,1.6787695739174104
117,input_humidity,state__gs,NEMA_combined,near_future_pred,5,-0.9988859317911684,-0.8923580749729553,0.024205703053643664,-1.4458682860852385,1.2742001460690555
118,input_humidity,state__gs,NEMA_combined,near_future_pred,6,-1.0150821648836235,-0.934354266505473,0.01700441944596601,-1.427911170103879,1.0224099566456257
119,input_humidity,state__Ag,NEMA_combined,near_future_pred,0,-0.743191896627378,-0.6038528630865553,0.009364033059611452,-2.128721298798115,3.959002553838188
120,input_humidity,state__Ag,NEMA_combined,near_future_pred,1,-0.7094443353482283,-0.5562561822921571,0.009988430004707791,-1.645404113971732,2.2307833845427267
121,input_humidity,state__Ag,NEMA_combined,near_future_pred,2,-0.7209712605199202,-0.5618155748582163,0.012733864627110004,-1.4661746606083104,1.8345762308936813
122,input_humidity,state__Ag,NEMA_combined,near_future_pred,3,-0.8186840935064937,-0.6934771842185926,0.018330184566476778,-1.4458282918037422,1.8139459167379508
123,input_humidity,state__Ag,NEMA_combined,near_future_pred,4,-0.8650109289117873,-0.771302809704711,0.013165426245585905,-1.2774637492565015,1.0638953525648978
124,input_humidity,state__Ag,NEMA_combined,near_future_pred,5,-0.9045199850510213,-0.8484074881933836,0.009974720657420322,-1.2907766252511905,0.8296250483212335
125,input_humidity,state__Ag,NEMA_combined,near_future_pred,6,-0.9495064992947005,-0.9191958699814589,0.0074926110221771175,-1.3468067062245246,0.7222988495712546
126,input_humidity,state__Tr,NEMA_combined,near_future_pred,0,-0.1748734717731248,-0.14419764404931457,0.007817736281418441,-0.4773026034320657,0.6302002683002103
127,input_humidity,state__Tr,NEMA_combined,near_future_pred,1,-0.3124623958704907,-0.29684651058876893,0.013541759925081984,-0.862176255727913,0.8067357017048755
128,input_humidity,state__Tr,NEMA_combined,near_future_pred,2,-0.5074381189384055,-0.43579919995815136,0.013828752477613187,-1.26506274158588,1.3994991588745174
129,input_humidity,state__Tr,NEMA_combined,near_future_pred,3,-0.6964604796223868,-0.6967235091859496,0.01275534924324716,-1.5246825782994886,1.6944179774888775
130,input_humidity,state__Tr,NEMA_combined,near_future_pred,4,-0.8250567811312554,-0.8111383501274403,0.01720017260231896,-1.4370174026518876,1.266894819430017
131,input_humidity,state__Tr,NEMA_combined,near_future_pred,5,-0.9085627252419879,-0.885626509230034,0.021638154339621615,-1.4481653763007218,1.1644856306912483
132,input_humidity,state__Tr,NEMA_combined,near_future_pred,6,-0.978963441100673,-0.939091362844958,0.025176240718840594,-1.480724809261411,1.1543352180368298
133,input_humidity,state__sucrose,NEMA_combined,near_future_pred,0,-0.9413022941263409,-0.6638316424409307,0.026195503415880825,-2.6715535313791334,5.953106623759214
134,input_humidity,state__sucrose,NEMA_combined,near_future_pred,1,-0.9692195897379434,-0.7063090384662029,0.023426606064278106,-2.1307977242123135,3.269710551533428
135,input_humidity,state__sucrose,NEMA_combined,near_future_pred,2,-1.0200722987158073,-0.7899326192050385,0.01638269703653739,-1.9675485976324953,2.4216057850730186
136,input_humidity,state__sucrose,NEMA_combined,near_future_pred,3,-1.0687481289373422,-0.8774179000463317,0.009585681859629878,-1.8874936374509712,2.003585709889786
137,input_humidity,state__sucrose,NEMA_combined,near_future_pred,4,-1.0898164253241962,-0.93799314777749,0.006510295260155684,-1.6548686979037062,1.2786393593168244
138,input_humidity,state__sucrose,NEMA_combined,near_future_pred,5,-1.0986059745597831,-0.9702926462558175,0.0053921843082769426,-1.5326364657438627,1.0155559293852874
139,input_humidity,state__sucrose,NEMA_combined,near_future_pred,6,-1.089135920743405,-0.9675286477402828,0.00535072375804103,-1.436840748207492,0.8653881071920222
140,input_humidity,state__Rd,NEMA_combined,near_future_pred,0,-0.8232936946658246,-0.5777927753377359,0.02221652908466941,-2.0860178682774375,3.391847309908018
141,input_humidity,state__Rd,NEMA_combined,near_future_pred,1,-0.7954259125017186,-0.5962515594214828,0.015776335308554323,-1.8897001979690269,2.5023987189336308
142,input_humidity,state__Rd,NEMA_combined,near_future_pred,2,-0.8098185773953147,-0.644574532572128,0.02103240330445588,-1.7917036057649258,2.4231950887669496
143,input_humidity,state__Rd,NEMA_combined,near_future_pred,3,-0.8461724821642357,-0.72045302638022,0.028262338726580013,-1.7990709119485768,2.603989430782847
144,input_humidity,state__Rd,NEMA_combined,near_future_pred,4,-0.8654379091454172,-0.7028771645327525,0.029291973582316232,-1.519697096138659,1.7357911119244762
145,input_humidity,state__Rd,NEMA_combined,near_future_pred,5,-0.8737458418130466,-0.8202281995975268,0.027873256015894875,-1.467548841666958,1.5405042682538086
146,input_humidity,state__Rd,NEMA_combined,near_future_pred,6,-0.9202060262944193,-0.894137971573856,0.02537988816059777,-1.4733817607160655,1.3830542046656522
147,input_humidity,state__sum_respi,NEMA_combined,near_future_pred,0,-0.8487983594363397,-0.5846201291489929,0.028917157066065437,-1.95811358388993,2.6115988903342235
148,input_humidity,state__sum_respi,NEMA_combined,near_future_pred,1,-0.8774808741641703,-0.6326660229874685,0.02584850892458027,-1.851343582660452,1.883309250336712
149,input_humidity,state__sum_respi,NEMA_combined,near_future_pred,2,-0.9109910841807654,-0.6949569267565436,0.021388800171074338,-1.7575988644563687,1.5498980054292404
150,input_humidity,state__sum_respi,NEMA_combined,near_future_pred,3,-0.9474553105635923,-0.782745347857243,0.01668282444239438,-1.7327816972431258,1.4963079742806704
151,input_humidity,state__sum_respi,NEMA_combined,near_future_pred,4,-1.0247034184634052,-0.7694457475963655,0.013880715058047872,-1.4989810228292149,1.2100796795068516
152,input_humidity,state__sum_respi,NEMA_combined,near_future_pred,5,-1.0350564630966157,-0.7984736266239152,0.013357795641507039,-1.3930174098859918,1.083554501513846
153,input_humidity,state__sum_respi,NEMA_combined,near_future_pred,6,-1.0262554702000883,-0.8310638682523459,0.012534204464879845,-1.3650974158882145,1.0301040236110994
154,input_humidity,state__Photosynthesis,NEMA_combined,near_future_pred,0,-0.7341683758404539,-0.5830713684864248,0.009287445697998026,-2.134102351408237,4.029072565554311
155,input_humidity,state__Photosynthesis,NEMA_combined,near_future_pred,1,-0.7092197924072804,-0.5450019812939331,0.010655836603457055,-1.6602739681440077,2.210348080390181
156,input_humidity,state__Photosynthesis,NEMA_combined,near_future_pred,2,-0.7300966592908381,-0.5574127895161457,0.013749139039898023,-1.4917714909641537,1.7810235352087025
157,input_humidity,state__Photosynthesis,NEMA_combined,near_future_pred,3,-0.7923940256182366,-0.6611290842448754,0.01262460470487802,-1.4335050800372908,1.5526646581999086
158,input_humidity,state__Photosynthesis,NEMA_combined,near_future_pred,4,-0.8900651622292728,-0.7834125586899752,0.01013914735865364,-1.2746289502028534,0.9684313591064562
159,input_humidity,state__Photosynthesis,NEMA_combined,near_future_pred,5,-0.9238241089182417,-0.8564059148452495,0.008959275457307764,-1.2829650189996844,0.7657102824635041
160,input_humidity,state__Photosynthesis,NEMA_combined,near_future_pred,6,-0.9622964011683878,-0.9226110800704725,0.007550502626725616,-1.3350600828632682,0.6827436637051405
161,input_humidity,state__PARa,NEMA_combined,near_future_pred,0,-0.7602202758265906,-0.6725997967007837,0.015414803450006613,-2.2791292835391124,4.658347559404015
162,input_humidity,state__PARa,NEMA_combined,near_future_pred,1,-0.7241782313801489,-0.6114841717972829,0.017917407804331025,-1.6505146804579014,2.4021267407721387
163,input_humidity,state__PARa,NEMA_combined,near_future_pred,2,-0.7351081705781198,-0.605921441692475,0.0177002862930174,-1.4288378348314115,1.8107251846617005
164,input_humidity,state__PARa,NEMA_combined,near_future_pred,3,-0.7747537975590568,-0.6737249471401945,0.014633745448914473,-1.3936238850322227,1.5760075674584466
165,input_humidity,state__PARa,NEMA_combined,near_future_pred,4,-0.832050738887679,-0.7617323076535762,0.010976461189004826,-1.2494783151908033,0.9336713748389578
166,input_humidity,state__PARa,NEMA_combined,near_future_pred,5,-0.883448850231591,-0.8452352073054137,0.009638553793401328,-1.2748933556611972,0.7457983017697843
167,input_humidity,state__PARa,NEMA_combined,near_future_pred,6,-0.9374316197401138,-0.9201212879543081,0.007951520782321333,-1.3356290087972782,0.66617792674016
168,input_PARi,state__An,NEMA_combined,near_future_pred,0,-0.13573412501314647,-0.10975301334774153,0.004097787324288451,-0.16413423289955067,0.15878734926957014
169,input_PARi,state__An,NEMA_combined,near_future_pred,1,-0.39633154264322035,-0.36200631322529403,0.007128207343220482,-0.5063937507861425,0.23803543417337442
170,input_PARi,state__An,NEMA_combined,near_future_pred,2,-0.6221153579992461,-0.6142751103424866,0.006223265289150446,-0.7960857449373282,0.2226672247535292
